Study_Hours,Attendance_Percentage,Previous_Exam_Score,Assignment_Completion,Final_Exam_Score
5.7,85.0,73,46.0,66.3
9.2,76.0,46,82.0,63.7
1.4,87.0,35,46.0,41.3
4.4,56.0,68,50.0,53.1
1.3,60.0,58,81.0,48.6
8.2,80.0,62,86.0,71.5
8.7,82.0,65,66.0,64.8
8.0,99.0,59,71.0,69.9
6.8,62.0,72,62.0,59.2
6.0,67.0,66,79.0,65.0
6.7,81.0,35,47.0,50.3
1.7,61.0,50,82.0,40.6
2.9,52.0,44,83.0,41.8
1.6,50.0,61,85.0,41.1
3.7,78.0,53,49.0,51.1
3.6,76.0,83,82.0,62.8
8.6,59.0,61,64.0,62.3
6.8,,97,100.0,77.3
4.9,53.0,42,87.0,48.0
8.9,59.0,71,57.0,64.0
7.7,54.0,93,62.0,69.3
8.7,80.0,84,57.0,71.6
0.7,65.0,97,64.0,52.5
9.4,57.0,69,86.0,69.8
8.7,83.0,74,87.0,74.7
1.5,68.0,67,91.0,48.3
8.6,86.0,58,80.0,69.4
0.7,99.0,88,76.0,58.1
7.5,96.0,89,56.0,78.1
4.3,88.0,80,46.0,60.2
3.6,71.0,80,70.0,61.8
4.6,85.0,37,84.0,47.0
4.4,52.0,61,69.0,50.4
7.0,85.0,91,85.0,73.3
1.4,66.0,36,98.0,41.0
6.1,78.0,61,45.0,56.3
8.2,100.0,65,42.0,68.5
7.7,96.0,35,99.0,66.4
4.4,71.0,47,45.0,47.0
0.5,94.0,79,99.0,56.4
0.8,56.0,37,82.0,32.9
7.5,96.0,57,52.0,67.7
1.1,78.0,63,79.0,45.0
2.4,90.0,73,93.0,61.5
9.1,80.0,83,40.0,70.4
8.5,76.0,48,45.0,62.3
1.5,64.0,56,57.0,44.3
5.5,87.0,77,96.0,69.1
6.8,63.0,92,67.0,67.3
3.5,88.0,62,99.0,61.6
4.4,74.0,94,99.0,66.3
1.7,53.0,64,87.0,49.1
5.1,91.0,52,43.0,54.2
1.7,53.0,100,94.0,61.6
5.7,71.0,46,56.0,49.2
0.9,81.0,61,48.0,47.2
5.4,89.0,91,44.0,67.5
7.7,79.0,56,83.0,63.1
7.8,99.0,38,89.0,65.3
0.8,70.0,56,88.0,47.4
7.0,80.0,47,68.0,61.4
8.0,97.0,38,86.0,60.0
1.6,82.0,72,88.0,52.9
1.9,92.0,96,58.0,62.4
2.2,98.0,71,72.0,58.5
0.9,77.0,94,41.0,49.6
8.9,74.0,79,80.0,73.9
5.5,75.0,83,76.0,63.3
5.4,70.0,82,82.0,61.7
6.0,96.0,40,75.0,59.2
2.5,76.0,93,79.0,61.3
7.9,83.0,58,48.0,58.8
1.7,75.0,67,93.0,53.2
7.5,66.0,68,94.0,69.4
8.9,65.0,59,64.0,67.1
4.3,65.0,54,83.0,48.3
3.3,60.0,74,66.0,51.8
7.7,58.0,82,86.0,73.3
3.4,99.0,67,45.0,55.8
9.5,90.0,84,50.0,76.7
8.7,52.0,58,65.0,64.7
5.7,61.0,72,52.0,63.0
1.3,74.0,74,66.0,53.7
9.6,83.0,99,98.0,92.4
4.0,85.0,99,73.0,66.7
9.7,79.0,42,83.0,67.9
1.0,68.0,65,53.0,48.3
3.9,83.0,67,77.0,56.7
2.6,59.0,48,45.0,36.0
7.4,100.0,50,74.0,60.6
1.4,93.0,60,71.0,47.3
2.6,76.0,39,86.0,40.7
7.7,81.0,76,64.0,66.4
7.9,96.0,36,40.0,60.9
8.2,87.0,48,61.0,65.5
6.2,50.0,66,84.0,58.3
3.0,68.0,50,86.0,52.5
7.0,75.0,82,79.0,74.2
3.5,54.0,50,95.0,48.7
5.6,64.0,64,65.0,57.7
1.8,76.0,59,50.0,48.5
6.2,59.0,44,55.0,49.5
1.4,52.0,72,48.0,44.4
8.4,90.0,37,89.0,66.3
4.6,100.0,40,73.0,55.6
7.9,51.0,40,100.0,54.2
2.4,74.0,85,96.0,62.4
4.2,93.0,93,44.0,64.5
2.2,63.0,67,97.0,51.0
5.7,77.0,48,71.0,56.4
6.6,59.0,61,73.0,62.5
1.6,69.0,35,90.0,40.2
3.3,80.0,52,66.0,45.2
7.4,53.0,48,82.0,55.6
8.3,82.0,82,76.0,76.6
6.0,51.0,92,56.0,65.7
7.2,89.0,88,89.0,78.9
6.7,85.0,93,45.0,75.9
4.0,74.0,66,49.0,51.8
5.3,69.0,59,51.0,57.9
8.2,64.0,72,89.0,66.8
5.8,53.0,87,79.0,67.7
4.3,57.0,93,88.0,64.6
2.2,63.0,74,75.0,56.8
2.6,92.0,81,81.0,59.3
9.0,,37,93.0,70.1
3.8,76.0,50,49.0,51.7
0.8,100.0,53,65.0,47.5
4.6,67.0,46,90.0,52.3
6.5,63.0,36,75.0,51.0
7.0,59.0,59,91.0,62.1
7.6,66.0,59,89.0,62.2
8.1,69.0,100,57.0,78.2
9.6,80.0,63,40.0,63.2
4.2,74.0,43,43.0,41.5
2.4,55.0,59,92.0,49.4
0.7,54.0,83,73.0,45.0
6.5,54.0,76,43.0,59.2
5.5,87.0,91,81.0,71.7
2.6,67.0,69,41.0,52.4
4.2,53.0,92,96.0,61.4
6.9,88.0,52,62.0,56.0
5.2,90.0,95,99.0,74.7
7.1,88.0,43,89.0,64.2
6.9,66.0,43,52.0,49.5
1.8,70.0,80,85.0,60.1
4.3,79.0,45,69.0,45.4
2.1,56.0,45,78.0,37.7
4.5,82.0,75,48.0,59.0
4.1,62.0,62,68.0,48.2
3.0,53.0,56,95.0,49.7
3.3,52.0,47,67.0,40.8
2.4,66.0,48,65.0,42.9
4.9,100.0,98,82.0,76.0
8.4,90.0,46,96.0,67.3
2.2,90.0,59,56.0,49.9
5.7,97.0,97,90.0,80.5
4.5,64.0,66,96.0,54.9
10.0,76.0,38,61.0,59.6
0.7,100.0,89,65.0,60.7
7.2,75.0,98,55.0,78.6
8.7,50.0,81,88.0,67.3
8.5,61.0,63,80.0,64.9
4.2,92.0,81,40.0,64.2
1.5,66.0,86,76.0,51.8
9.4,54.0,52,60.0,62.1
9.6,85.0,69,55.0,72.2
5.7,51.0,55,48.0,54.1
0.8,88.0,64,82.0,53.7
7.3,66.0,99,58.0,75.4
8.5,89.0,100,75.0,85.1
4.8,84.0,99,69.0,76.1
6.7,55.0,80,99.0,65.3
4.2,62.0,58,41.0,52.5
1.2,89.0,43,86.0,46.0
5.6,74.0,54,94.0,60.4
7.3,59.0,51,60.0,56.3
0.9,91.0,75,83.0,55.4
6.4,65.0,82,43.0,65.4
8.7,98.0,84,64.0,81.4
0.9,93.0,50,50.0,40.6
3.8,73.0,69,56.0,51.5
4.2,58.0,80,92.0,64.4
6.5,58.0,69,90.0,62.5
2.3,86.0,48,61.0,45.1
9.2,61.0,78,86.0,79.3
3.8,60.0,56,65.0,53.3
3.8,88.0,82,46.0,57.9
5.8,75.0,82,63.0,61.3
9.6,85.0,76,41.0,74.8
3.2,66.0,63,40.0,44.6
6.9,82.0,44,99.0,64.7
2.1,62.0,77,77.0,50.6
4.0,75.0,74,45.0,54.3
3.6,56.0,62,86.0,48.9
4.5,96.0,47,55.0,55.9
0.7,89.0,69,100.0,57.6
1.5,99.0,46,42.0,45.9
5.5,57.0,95,75.0,63.5
5.0,67.0,81,48.0,57.5
7.8,75.0,55,96.0,62.5
8.2,77.0,88,43.0,77.3
4.4,98.0,92,74.0,70.5
5.2,71.0,100,61.0,74.5
6.5,96.0,89,63.0,77.2
6.3,61.0,99,48.0,67.1
1.3,,89,61.0,54.3
0.9,59.0,74,63.0,48.0
1.2,65.0,51,81.0,46.4
8.1,70.0,43,53.0,51.7
2.4,90.0,89,75.0,65.5
3.2,83.0,84,64.0,61.8
5.2,94.0,63,67.0,61.1
9.5,91.0,87,49.0,81.8
9.9,95.0,56,98.0,74.9
5.5,61.0,48,87.0,50.0
6.3,91.0,35,80.0,53.9
0.6,55.0,66,66.0,40.2
4.9,51.0,56,89.0,52.9
4.8,100.0,58,97.0,61.9
9.7,85.0,69,70.0,71.4
0.8,59.0,46,72.0,40.8
4.1,92.0,65,86.0,57.1
7.3,57.0,95,51.0,65.7
8.0,96.0,62,99.0,73.9
8.5,51.0,76,51.0,62.4
6.3,97.0,87,96.0,73.8
3.6,87.0,44,80.0,48.8
9.0,70.0,81,84.0,80.9
5.6,70.0,74,57.0,60.2
7.5,81.0,63,50.0,66.7
5.9,66.0,67,76.0,64.1
7.4,61.0,92,78.0,76.5
2.3,61.0,91,44.0,51.2
6.2,98.0,98,86.0,75.7
3.6,87.0,66,48.0,51.1
1.4,100.0,81,65.0,60.4
2.3,52.0,40,56.0,39.1
7.0,79.0,99,72.0,80.7
7.1,96.0,82,82.0,75.8
4.2,53.0,40,52.0,36.7
4.2,55.0,76,47.0,53.5
9.6,96.0,46,41.0,68.0
9.3,87.0,79,82.0,74.4
6.7,97.0,100,52.0,73.0
6.0,80.0,45,53.0,55.2
1.6,75.0,41,80.0,38.4
1.6,93.0,93,66.0,61.4
6.3,97.0,46,47.0,53.0
2.2,57.0,39,68.0,34.6
5.5,78.0,66,52.0,63.0
3.3,62.0,90,64.0,58.0
4.8,92.0,73,89.0,66.4
2.2,55.0,71,41.0,48.7
1.8,71.0,36,76.0,41.2
3.2,58.0,37,93.0,46.7
9.9,72.0,83,93.0,83.8
0.5,63.0,79,48.0,48.9
7.9,64.0,93,47.0,68.2
5.7,84.0,81,64.0,65.2
0.8,54.0,54,41.0,32.2
1.7,89.0,55,70.0,45.7
6.2,53.0,91,86.0,71.3
6.1,76.0,64,48.0,55.2
9.1,71.0,75,56.0,75.8
6.5,50.0,63,84.0,61.4
1.7,89.0,81,98.0,64.9
7.8,78.0,82,67.0,76.6
4.7,93.0,79,63.0,63.0
2.9,,52,93.0,50.7
0.9,53.0,50,91.0,43.3
8.2,97.0,87,75.0,77.2
9.5,81.0,55,67.0,68.6
8.2,92.0,81,68.0,72.1
1.5,71.0,42,69.0,35.8
1.5,53.0,94,85.0,54.1
8.8,73.0,70,71.0,68.8
7.2,51.0,37,76.0,50.8
6.9,78.0,89,85.0,74.0
1.6,50.0,77,52.0,51.7
6.3,60.0,91,99.0,69.7
8.3,55.0,80,77.0,66.0
8.6,51.0,39,43.0,56.9
3.5,71.0,38,88.0,42.1
5.1,79.0,50,98.0,55.3
6.1,84.0,43,92.0,60.4
6.5,67.0,35,60.0,47.2
8.0,52.0,67,79.0,65.8
6.6,88.0,98,99.0,84.6
5.2,64.0,43,52.0,47.0
4.4,88.0,72,46.0,58.0
2.6,68.0,41,71.0,42.2
2.2,70.0,90,51.0,53.5
6.1,68.0,49,79.0,55.4
9.2,60.0,90,94.0,84.2
4.9,82.0,93,92.0,76.1
4.4,60.0,38,80.0,49.1
9.3,84.0,45,55.0,62.2
5.4,82.0,92,97.0,70.2
9.6,96.0,99,80.0,89.3
0.8,54.0,86,97.0,51.3
1.6,72.0,100,87.0,67.2
5.3,78.0,36,74.0,47.1
0.9,80.0,75,70.0,53.2
2.3,86.0,45,59.0,45.7
1.3,60.0,100,97.0,61.1
2.1,92.0,89,75.0,66.6
4.2,92.0,96,82.0,73.1
2.7,57.0,68,97.0,56.2
3.9,52.0,98,97.0,66.7
6.9,94.0,63,61.0,67.8
4.9,92.0,85,51.0,64.1
4.5,90.0,71,93.0,65.9
3.0,89.0,89,41.0,58.1
4.7,59.0,78,46.0,55.5
6.0,65.0,87,57.0,66.2
6.0,100.0,63,57.0,64.0
6.3,77.0,52,56.0,55.4
5.5,88.0,43,67.0,49.6
1.2,57.0,66,62.0,45.8
2.1,63.0,87,46.0,50.5
0.5,61.0,66,42.0,44.7
4.3,99.0,37,98.0,51.2
3.4,59.0,68,47.0,50.7
8.8,94.0,72,57.0,68.9
1.1,98.0,96,97.0,70.1
1.7,,40,74.0,39.9
4.3,85.0,53,46.0,49.1
8.6,56.0,63,93.0,65.6
4.1,66.0,89,79.0,65.6
7.1,87.0,85,84.0,76.6
4.1,69.0,46,60.0,45.6
6.8,57.0,50,79.0,52.6
8.5,99.0,96,63.0,80.2
0.9,57.0,44,70.0,32.4
8.4,84.0,85,53.0,74.0
6.7,56.0,100,77.0,70.7
5.1,53.0,38,78.0,48.0
3.3,87.0,67,51.0,49.9
7.0,67.0,90,67.0,71.2
3.0,50.0,74,60.0,49.7
3.7,51.0,92,90.0,67.1
2.3,82.0,38,67.0,38.8
8.1,74.0,51,94.0,66.5
3.2,56.0,85,80.0,56.7
1.0,94.0,89,50.0,60.4
2.2,98.0,92,67.0,68.7
3.5,58.0,75,79.0,51.6
3.2,56.0,46,63.0,46.8
2.9,83.0,84,43.0,52.7
1.5,87.0,85,70.0,60.1
8.8,61.0,80,68.0,76.1
3.1,58.0,87,90.0,58.0
1.2,96.0,49,98.0,46.2
7.5,80.0,78,54.0,68.5
8.7,84.0,41,69.0,62.7
4.0,66.0,100,51.0,62.3
7.6,82.0,76,96.0,71.7
3.0,52.0,89,56.0,53.7
3.7,59.0,60,94.0,57.1
2.0,95.0,92,58.0,64.6
9.8,93.0,45,68.0,67.5
2.8,68.0,56,71.0,44.9
5.6,93.0,56,92.0,58.8
6.7,53.0,43,78.0,55.6
2.9,95.0,59,42.0,49.8
3.6,84.0,99,93.0,67.5
8.6,69.0,36,42.0,57.7
7.5,82.0,43,85.0,64.7
5.4,54.0,89,62.0,68.3
6.9,73.0,68,56.0,62.3
5.6,73.0,43,70.0,53.3
5.7,50.0,76,55.0,59.6
9.6,82.0,67,95.0,76.9
6.0,87.0,100,89.0,74.7
1.1,70.0,96,77.0,60.6
8.5,93.0,52,56.0,64.2
7.4,88.0,83,85.0,73.3
8.4,91.0,63,77.0,70.7
8.0,59.0,49,81.0,61.5
8.3,86.0,61,51.0,66.4
6.0,63.0,56,49.0,49.8
2.7,50.0,37,44.0,36.7
1.6,51.0,100,93.0,61.1
8.1,80.0,84,47.0,67.2
4.0,100.0,46,58.0,47.9
3.2,70.0,66,81.0,58.8
8.0,67.0,88,90.0,78.6
2.4,69.0,87,95.0,65.8
1.4,50.0,60,86.0,47.0
4.3,61.0,35,63.0,46.0
7.6,74.0,91,93.0,73.4
4.6,92.0,84,67.0,64.6
4.2,73.0,73,95.0,57.7
9.9,64.0,71,40.0,72.0
6.3,87.0,69,89.0,69.3
4.0,85.0,59,67.0,54.4
4.1,96.0,86,50.0,63.7
2.7,77.0,50,70.0,47.6
7.9,54.0,81,41.0,63.8
4.8,54.0,93,97.0,66.1
0.7,55.0,51,67.0,41.6
8.6,90.0,58,64.0,63.4
0.6,86.0,82,99.0,54.1
3.7,70.0,50,69.0,48.6
7.6,81.0,72,64.0,69.8
6.9,91.0,53,57.0,57.0
1.8,67.0,57,50.0,39.5
6.1,78.0,41,91.0,58.5
7.3,73.0,69,98.0,65.8
3.3,,40,60.0,44.4
6.0,58.0,81,71.0,67.4
7.5,54.0,86,54.0,71.6
9.5,79.0,56,53.0,70.1
9.9,82.0,55,98.0,74.1
8.0,50.0,42,45.0,51.4
5.4,60.0,68,85.0,59.4
1.2,84.0,82,40.0,51.8
5.8,,42,45.0,49.4
2.2,79.0,48,92.0,49.8
7.6,52.0,81,54.0,69.9
8.3,58.0,60,42.0,55.0
3.5,50.0,35,70.0,37.0
1.3,82.0,74,75.0,55.4
6.6,86.0,94,66.0,75.7
4.4,58.0,67,57.0,57.6
7.5,89.0,100,99.0,80.3
8.2,55.0,62,97.0,68.9
3.7,59.0,80,89.0,60.3
2.2,79.0,72,53.0,56.6
4.7,83.0,65,61.0,61.9
4.4,67.0,90,42.0,63.4
2.6,95.0,67,97.0,57.5
3.4,61.0,75,91.0,54.9
6.5,69.0,86,98.0,68.9
4.7,78.0,70,85.0,57.4
3.8,73.0,85,50.0,56.6
6.1,84.0,77,97.0,73.4
7.1,96.0,38,82.0,65.2
9.5,56.0,94,89.0,80.3
7.0,59.0,77,91.0,66.0
1.0,94.0,57,50.0,47.0
9.2,70.0,69,84.0,77.0
9.0,92.0,52,51.0,65.5
5.9,53.0,36,50.0,48.3
1.0,70.0,49,61.0,37.0
8.8,91.0,68,68.0,74.3
3.2,81.0,47,88.0,50.0
6.2,53.0,80,85.0,67.5
9.2,92.0,43,43.0,57.6
6.4,,36,53.0,51.2
3.8,52.0,62,67.0,45.2
3.2,54.0,73,80.0,55.0
6.7,89.0,57,74.0,62.2
4.1,86.0,78,49.0,55.6
4.4,81.0,36,81.0,44.4
9.1,85.0,42,44.0,61.2
0.9,94.0,65,70.0,50.6
9.0,63.0,59,76.0,69.8
9.9,64.0,37,40.0,55.9
8.5,71.0,76,40.0,65.2
1.2,63.0,83,60.0,48.5
1.5,84.0,67,51.0,49.7
5.9,99.0,54,54.0,62.6
1.2,97.0,39,76.0,39.0
6.9,72.0,66,40.0,61.6
4.4,66.0,66,40.0,48.6
4.2,64.0,52,79.0,55.2
9.6,79.0,77,88.0,82.4
5.7,70.0,58,45.0,51.0
3.5,75.0,40,54.0,48.3
8.9,50.0,53,69.0,59.5
4.9,79.0,38,,52.3
1.4,72.0,55,54.0,44.7
4.6,60.0,47,81.0,52.8
3.8,,50,73.0,52.6
4.0,56.0,90,46.0,61.0
4.0,85.0,45,86.0,53.5
7.1,80.0,56,85.0,66.0
7.2,98.0,78,98.0,74.2
6.2,63.0,43,75.0,57.5
9.1,80.0,57,91.0,70.8
8.7,92.0,47,72.0,62.4
0.5,61.0,62,79.0,41.5
9.8,58.0,54,43.0,59.5
3.1,63.0,51,99.0,52.2
4.5,73.0,60,84.0,51.9
0.6,52.0,61,43.0,35.3
8.6,58.0,91,71.0,73.5
1.5,73.0,59,42.0,47.0
4.5,53.0,87,,58.3
1.0,95.0,64,99.0,57.5
9.1,56.0,63,48.0,66.0
9.9,55.0,88,83.0,82.2
5.0,74.0,40,95.0,57.2
2.6,100.0,38,56.0,42.8
3.1,89.0,84,65.0,58.5
2.4,57.0,88,71.0,51.4
8.9,76.0,85,69.0,81.2
2.7,75.0,54,45.0,46.1
1.1,87.0,71,89.0,56.9
4.7,77.0,85,52.0,64.9
2.6,76.0,79,40.0,51.4
2.3,60.0,84,48.0,51.7
9.7,66.0,62,90.0,70.6
3.8,91.0,76,57.0,62.2
5.4,52.0,98,100.0,75.6
7.5,76.0,53,80.0,60.2
1.3,88.0,83,56.0,52.5
8.9,96.0,71,100.0,78.7
6.8,73.0,65,54.0,58.9
0.8,94.0,65,44.0,43.0
5.5,75.0,38,63.0,54.6
7.9,74.0,69,71.0,66.4
9.0,67.0,77,100.0,73.2
5.9,67.0,85,64.0,70.3
9.6,54.0,90,53.0,78.5
3.2,51.0,36,76.0,38.2
9.4,82.0,46,92.0,66.6
3.6,73.0,83,65.0,58.1
9.3,50.0,93,95.0,83.8
7.3,57.0,69,51.0,59.8
10.0,66.0,60,55.0,70.4
1.6,99.0,75,96.0,58.2
5.9,64.0,93,54.0,63.1
0.8,91.0,50,71.0,49.0
1.8,57.0,45,63.0,40.9
5.8,70.0,55,53.0,53.1
9.0,77.0,99,91.0,84.2
9.0,81.0,41,47.0,59.7
6.7,93.0,38,84.0,59.2
8.3,64.0,91,69.0,74.4
3.6,62.0,59,69.0,45.2
8.4,98.0,80,92.0,76.7
0.7,73.0,76,81.0,51.6
9.2,80.0,57,86.0,66.7
6.8,62.0,50,67.0,51.0
7.1,57.0,62,88.0,61.4
5.2,60.0,39,52.0,41.5
7.2,83.0,85,51.0,75.0
6.0,90.0,97,90.0,75.2
6.3,92.0,62,98.0,65.0
7.8,78.0,64,84.0,69.5
2.2,68.0,81,94.0,57.8
8.4,100.0,80,54.0,72.3
3.8,52.0,95,65.0,57.0
0.9,61.0,84,78.0,52.2
8.2,62.0,83,42.0,64.2
1.4,91.0,63,97.0,58.6
2.2,55.0,98,82.0,63.1
7.7,84.0,68,89.0,70.2
3.0,59.0,61,53.0,51.6
2.0,95.0,100,41.0,64.0
10.0,72.0,54,85.0,73.2
2.2,96.0,80,65.0,54.8
9.9,71.0,62,63.0,71.3
9.0,100.0,96,95.0,91.2
5.5,67.0,85,83.0,70.1
0.6,92.0,75,54.0,54.5
6.7,70.0,54,40.0,58.9
2.2,92.0,42,72.0,48.9
8.4,80.0,81,64.0,69.6
0.9,70.0,67,76.0,43.4
1.1,55.0,89,86.0,52.1
6.9,71.0,89,57.0,65.3
7.3,87.0,62,77.0,65.3
2.3,80.0,35,91.0,40.4
2.0,50.0,44,79.0,43.1
6.8,59.0,74,44.0,65.2
4.6,89.0,86,69.0,67.6
5.9,83.0,95,53.0,66.8
2.7,88.0,58,48.0,48.8
4.9,71.0,95,81.0,69.9
9.4,90.0,74,52.0,70.8
3.6,62.0,38,72.0,44.9
2.2,57.0,53,42.0,36.6
0.7,72.0,97,91.0,58.6
4.8,68.0,96,,66.2
5.8,75.0,74,59.0,63.2
3.3,78.0,92,99.0,65.5
2.4,72.0,89,84.0,65.8
0.7,65.0,80,60.0,50.9
7.5,67.0,89,79.0,70.6
8.9,86.0,80,48.0,74.9
1.0,73.0,94,86.0,54.2
5.5,79.0,87,83.0,67.1
8.6,89.0,72,98.0,77.3
7.8,89.0,85,62.0,79.3
3.3,71.0,68,95.0,61.2
3.4,66.0,44,90.0,51.6
9.3,87.0,66,88.0,76.4
3.0,87.0,92,58.0,60.5
3.0,83.0,56,49.0,46.1
1.7,96.0,96,86.0,70.3
5.6,,69,46.0,60.7
9.0,86.0,92,48.0,74.3
7.7,80.0,76,59.0,73.6
6.5,100.0,87,63.0,72.6
7.9,52.0,66,40.0,54.8
3.4,54.0,53,86.0,49.2
1.8,97.0,80,46.0,52.4
4.9,75.0,80,73.0,66.0
3.7,93.0,95,40.0,65.7
9.3,89.0,62,100.0,71.4
2.3,94.0,76,65.0,56.6
5.6,73.0,41,96.0,51.7
4.4,92.0,52,42.0,55.7
2.2,76.0,61,81.0,47.0
7.3,76.0,99,87.0,81.1
8.3,51.0,39,75.0,58.0
7.3,59.0,70,64.0,65.8
8.1,55.0,97,68.0,78.6
9.9,69.0,61,93.0,70.8
8.0,73.0,41,50.0,52.5
4.5,71.0,58,68.0,56.4
7.7,62.0,60,48.0,59.7
0.6,51.0,52,61.0,35.4
8.8,64.0,37,54.0,52.6
7.5,57.0,89,90.0,72.8
8.6,59.0,96,79.0,78.9
9.0,53.0,57,57.0,62.9
9.1,64.0,68,92.0,71.7
7.3,100.0,51,42.0,57.6
9.7,87.0,37,45.0,60.7
8.1,68.0,41,96.0,59.5
4.4,66.0,94,86.0,70.2
6.6,94.0,98,60.0,80.1
8.4,61.0,68,43.0,62.3
8.8,78.0,54,90.0,70.2
8.8,54.0,58,49.0,58.7
7.9,71.0,84,65.0,74.7
5.3,97.0,53,100.0,60.3
5.9,54.0,58,46.0,48.4
5.5,82.0,40,55.0,52.7
8.2,97.0,41,82.0,68.8
8.6,81.0,72,84.0,69.3
1.9,56.0,67,84.0,47.5
9.0,57.0,98,46.0,72.0
4.2,66.0,66,54.0,53.8
8.6,59.0,53,47.0,57.6
8.2,87.0,83,94.0,83.5
0.5,84.0,60,52.0,48.5
9.1,51.0,74,72.0,72.6
9.3,50.0,69,69.0,62.7
6.3,74.0,99,83.0,74.1
2.3,93.0,92,71.0,61.5
4.6,92.0,61,50.0,61.3
2.7,61.0,92,98.0,62.5
9.2,86.0,54,41.0,64.2
1.3,88.0,52,41.0,44.1
1.9,68.0,49,44.0,38.2
4.4,52.0,54,77.0,48.0
4.3,77.0,66,69.0,59.0
2.1,89.0,72,82.0,59.6
1.2,92.0,68,79.0,53.3
1.4,63.0,48,54.0,40.1
3.1,84.0,63,85.0,59.6
2.2,59.0,47,100.0,48.5
3.3,92.0,49,85.0,51.9
4.5,81.0,86,59.0,68.3
5.5,66.0,42,64.0,47.8
8.4,50.0,40,90.0,56.2
9.4,78.0,96,55.0,83.9
9.6,90.0,86,58.0,84.6
7.6,88.0,90,86.0,75.2
6.3,95.0,90,91.0,73.6
3.4,54.0,40,58.0,36.8
9.7,68.0,97,100.0,85.5
7.2,57.0,46,70.0,58.5
4.4,89.0,70,76.0,63.9
7.1,57.0,37,43.0,45.4
7.5,97.0,56,,63.3
7.6,84.0,78,52.0,70.4
3.6,52.0,76,91.0,53.8
2.7,95.0,35,99.0,47.3
8.5,89.0,56,82.0,72.0
4.8,84.0,90,50.0,69.3
8.6,61.0,61,96.0,71.7
8.0,63.0,62,92.0,66.3
3.7,57.0,86,51.0,55.8
3.4,99.0,48,40.0,53.7
8.0,62.0,63,85.0,66.9
5.3,64.0,79,97.0,62.5
1.1,80.0,76,85.0,58.7
4.4,80.0,98,64.0,64.6
7.4,87.0,56,40.0,62.1
8.6,67.0,66,89.0,65.7
9.6,57.0,93,98.0,81.5
4.5,84.0,66,74.0,61.6
7.5,51.0,54,84.0,58.1
4.3,74.0,56,79.0,58.1
3.6,63.0,74,79.0,56.9
3.8,64.0,69,82.0,55.5
7.5,58.0,37,68.0,50.2
4.4,87.0,73,44.0,61.5
0.7,50.0,93,59.0,52.5
7.0,86.0,71,65.0,65.5
6.3,82.0,73,47.0,62.7
5.4,90.0,78,53.0,64.0
1.5,74.0,72,89.0,54.2
0.6,88.0,56,82.0,48.4
3.6,60.0,50,93.0,53.4
9.6,52.0,85,65.0,71.7
8.5,61.0,69,74.0,71.1
2.6,85.0,59,95.0,56.3
6.8,84.0,65,79.0,67.3
7.6,56.0,79,66.0,71.8
9.6,100.0,82,,80.5
3.8,74.0,86,46.0,60.5
6.6,51.0,80,64.0,61.3
2.3,78.0,72,67.0,53.2
9.2,51.0,50,73.0,60.9
0.8,57.0,61,67.0,40.6
3.1,68.0,73,100.0,63.2
0.9,80.0,70,82.0,49.7
4.3,73.0,56,59.0,56.3
1.7,70.0,79,79.0,55.5
9.4,99.0,57,51.0,74.6
3.7,63.0,72,68.0,58.0
9.1,69.0,71,83.0,75.6
4.7,60.0,47,94.0,54.9
0.6,55.0,52,58.0,35.1
7.2,88.0,42,40.0,57.9
9.5,54.0,95,55.0,80.4
4.9,60.0,89,89.0,64.1
6.4,85.0,76,85.0,71.8
6.1,69.0,56,83.0,62.5
1.5,57.0,99,60.0,56.2
1.0,53.0,41,63.0,32.3
3.4,80.0,64,88.0,55.5
3.3,83.0,72,47.0,58.4
6.0,94.0,93,52.0,70.1
0.8,64.0,97,72.0,56.7
2.6,55.0,43,84.0,39.3
6.2,61.0,89,99.0,66.7
2.2,85.0,43,62.0,46.9
0.6,85.0,90,51.0,52.8
4.7,69.0,87,60.0,66.5
2.7,100.0,100,43.0,61.7
4.5,80.0,59,58.0,52.4
5.1,97.0,83,99.0,69.3
1.1,69.0,63,53.0,47.0
2.9,74.0,90,56.0,64.4
6.0,100.0,38,84.0,53.5
3.7,64.0,37,74.0,47.8
3.7,56.0,45,74.0,46.0
3.2,91.0,72,64.0,56.0
3.3,98.0,93,77.0,67.4
4.0,99.0,97,61.0,71.6
1.7,83.0,49,93.0,48.9
7.6,79.0,44,92.0,58.3
6.3,78.0,45,69.0,50.9
3.3,66.0,77,91.0,55.0
4.5,98.0,55,73.0,63.2
2.2,63.0,38,53.0,37.4
5.6,99.0,45,76.0,55.8
5.6,67.0,78,76.0,59.3
6.4,96.0,56,93.0,62.0
3.5,85.0,89,99.0,67.4
4.0,90.0,75,87.0,64.1
4.9,97.0,36,89.0,57.8
4.2,97.0,50,47.0,53.1
2.9,84.0,51,94.0,53.1
8.7,72.0,50,55.0,63.7
5.5,84.0,47,94.0,58.3
1.1,58.0,73,53.0,47.6
3.8,94.0,98,53.0,67.0
1.2,94.0,79,72.0,58.8
3.9,89.0,42,85.0,46.9
8.8,98.0,90,45.0,77.8
2.8,91.0,77,95.0,61.4
5.9,72.0,79,90.0,71.7
4.2,93.0,40,82.0,48.7
5.1,79.0,38,94.0,49.7
6.7,76.0,35,61.0,56.2
4.1,66.0,67,44.0,55.3
9.0,89.0,94,100.0,84.4
